AdaBoost,GradBoost,CatBoost,LightGBM,XGBoost
89.83006535947712,95.01633986928105,97.97712418300654,97.42156862745098,96.6764705882353
95.8005115089514,96.50063938618923,97.08716965046888,96.63299232736571,96.42902813299233
83.18809523809522,83.99285714285716,87.15238095238097,88.12380952380954,85.00714285714285
93.02777777777777,92.97222222222223,93.4531746031746,93.7063492063492,92.43015873015872
72.25462184873949,72.32268907563025,74.40336134453781,71.8016806722689,70.57983193277309
75.11859193438143,76.23615857826383,76.24931647300069,73.98513328776488,73.84244702665757
79.8148148148148,80.07407407407408,81.88888888888887,80.88888888888889,80.37037037037035
77.38146929824562,92.0781798245614,99.88486842105263,99.11271929824561,98.81030701754385
72.25462184873949,72.23613445378152,74.40336134453781,71.8016806722689,70.57983193277309
